lesson_id,course_id,instructional_sha256_r1,instructional_sha256_r2,instructional_equal,citation_sequence_sha256_r1,citation_sequence_sha256_r2,citation_sequence_equal,roundtrip_byte_identical
ma-g3-mathematics-u01-l01,ma-g3-mathematics,07c8e09f45830b43d6282d4bcda54541e8e4e342db9203f24716517a93920126,07c8e09f45830b43d6282d4bcda54541e8e4e342db9203f24716517a93920126,true,93adf3170b46a3a4c2b23e3e9b918e7e3bf684829ac70725f47c4ff506886228,93adf3170b46a3a4c2b23e3e9b918e7e3bf684829ac70725f47c4ff506886228,true,true
ma-g3-mathematics-u01-l02,ma-g3-mathematics,85e725be6c7d5b2595bf30271290c9472695fd03d54c30e9470675b459400f1b,85e725be6c7d5b2595bf30271290c9472695fd03d54c30e9470675b459400f1b,true,4672437c16fb944b43e17c8cb18f5d69c7cc9a28e07af332b4fcb79106dbe48f,4672437c16fb944b43e17c8cb18f5d69c7cc9a28e07af332b4fcb79106dbe48f,true,true
ma-g3-mathematics-u01-l03,ma-g3-mathematics,11cf951ffc1a81042af921a719cfaeaab0fe73b77acd3f297a2261cccd01466b,11cf951ffc1a81042af921a719cfaeaab0fe73b77acd3f297a2261cccd01466b,true,ea66068c190d4244b51453642bc9609126d213aad20b87a28057b734ddcc823f,ea66068c190d4244b51453642bc9609126d213aad20b87a28057b734ddcc823f,true,true
ma-g3-mathematics-u01-l04,ma-g3-mathematics,d2c2d0c095670626c1841a6c8b75517190c894b05777f5605e8f907badaac1bb,d2c2d0c095670626c1841a6c8b75517190c894b05777f5605e8f907badaac1bb,true,4957adce321748ecce9d9784641a39a807e585dcf1551dcbde2490ec5b404017,4957adce321748ecce9d9784641a39a807e585dcf1551dcbde2490ec5b404017,true,true
ma-g3-mathematics-u01-l05,ma-g3-mathematics,d8cef2d09eb19e40796ca1a9068adb97f97211555508a5a2d36bd05c1a5652e2,d8cef2d09eb19e40796ca1a9068adb97f97211555508a5a2d36bd05c1a5652e2,true,4957adce321748ecce9d9784641a39a807e585dcf1551dcbde2490ec5b404017,4957adce321748ecce9d9784641a39a807e585dcf1551dcbde2490ec5b404017,true,true
ma-g3-mathematics-u01-l06,ma-g3-mathematics,785b98e25872bd6a12fa40122d0c2856a2b7fc19b0fe44a0a5582626732899b2,785b98e25872bd6a12fa40122d0c2856a2b7fc19b0fe44a0a5582626732899b2,true,ab54464665485990d15f257142f42d7f2e64515cf42730dd4a38275d332407d0,ab54464665485990d15f257142f42d7f2e64515cf42730dd4a38275d332407d0,true,true
ma-g3-mathematics-u01-l07,ma-g3-mathematics,e1eb58eaefcd9fcea7c79ec24139b85f022b85fd88911ac2c2cdaabbf586403e,e1eb58eaefcd9fcea7c79ec24139b85f022b85fd88911ac2c2cdaabbf586403e,true,57a4766db9fbb11907780299db9af8cc871a88e92351cb1e4b4cd1da601470f6,57a4766db9fbb11907780299db9af8cc871a88e92351cb1e4b4cd1da601470f6,true,true
ma-g3-mathematics-u01-l08,ma-g3-mathematics,978927fadad461829a81853553520545c261eff5c470b0b08f95202a6ea667e7,978927fadad461829a81853553520545c261eff5c470b0b08f95202a6ea667e7,true,1ddc4fa3d66167f8f167e6fa7ce13de47d173cd82396b22108f186289952c08e,1ddc4fa3d66167f8f167e6fa7ce13de47d173cd82396b22108f186289952c08e,true,true
ma-g3-mathematics-u01-l09,ma-g3-mathematics,c7b4641486fca2af94be8af44539aec745ee098b1a0b4546c7c33f9b27fa3d5b,c7b4641486fca2af94be8af44539aec745ee098b1a0b4546c7c33f9b27fa3d5b,true,57a4766db9fbb11907780299db9af8cc871a88e92351cb1e4b4cd1da601470f6,57a4766db9fbb11907780299db9af8cc871a88e92351cb1e4b4cd1da601470f6,true,true
ma-g3-mathematics-u01-l10,ma-g3-mathematics,74cf632390badbd11038bceb4e5cbdcae9ee5fdeb6a05e440e3c7024bb97d1c2,74cf632390badbd11038bceb4e5cbdcae9ee5fdeb6a05e440e3c7024bb97d1c2,true,57a4766db9fbb11907780299db9af8cc871a88e92351cb1e4b4cd1da601470f6,57a4766db9fbb11907780299db9af8cc871a88e92351cb1e4b4cd1da601470f6,true,true
ma-g3-mathematics-u01-l11,ma-g3-mathematics,6f2df7c496a183fcbac8967db9e21e63acdd0872751ecf2d8991ac8fc33aabaa,6f2df7c496a183fcbac8967db9e21e63acdd0872751ecf2d8991ac8fc33aabaa,true,cc1804531362c899bb35b5751719c0e5a4f1b62e5928ceb33581a3d6a6c87fa3,cc1804531362c899bb35b5751719c0e5a4f1b62e5928ceb33581a3d6a6c87fa3,true,true
ma-g3-mathematics-u01-l12,ma-g3-mathematics,436c3680fb947581d4a843ff07c26848e5554d12ac9698dc689001198e0ddc99,436c3680fb947581d4a843ff07c26848e5554d12ac9698dc689001198e0ddc99,true,4c53d5e368821fefee9809e251f23f800ad43bd04ad72f044ae84f8adf705c56,4c53d5e368821fefee9809e251f23f800ad43bd04ad72f044ae84f8adf705c56,true,true
ma-g3-mathematics-u01-l13,ma-g3-mathematics,4be87ebc21693a0d6943339e93149a75366c9d97a7961b2587203f45cac6611b,4be87ebc21693a0d6943339e93149a75366c9d97a7961b2587203f45cac6611b,true,8fb51553a6519b28b8fd2c9017807c6d7439edb92e0210b73165d921777b9f7f,8fb51553a6519b28b8fd2c9017807c6d7439edb92e0210b73165d921777b9f7f,true,true
ma-g3-mathematics-u01-l14,ma-g3-mathematics,27a5d638a84dccced0847ae48e3a033715d2348edebb1fd86a2e8d9dca46a649,27a5d638a84dccced0847ae48e3a033715d2348edebb1fd86a2e8d9dca46a649,true,4c53d5e368821fefee9809e251f23f800ad43bd04ad72f044ae84f8adf705c56,4c53d5e368821fefee9809e251f23f800ad43bd04ad72f044ae84f8adf705c56,true,true
ma-g3-mathematics-u01-l15,ma-g3-mathematics,89cd582d3edaef18575d9063221d3f3e1425ea5ea02f1de2b89de423e07ed298,89cd582d3edaef18575d9063221d3f3e1425ea5ea02f1de2b89de423e07ed298,true,f56f82464b203abde8e18486a2b72d1055ce216205f6705c2e88bc97dc00e502,f56f82464b203abde8e18486a2b72d1055ce216205f6705c2e88bc97dc00e502,true,true
ma-g3-mathematics-u01-l16,ma-g3-mathematics,a2af07db9514863bdfeaf86dd5c05887eeda9abd257b92c79fd29130c6800d59,a2af07db9514863bdfeaf86dd5c05887eeda9abd257b92c79fd29130c6800d59,true,3d6560453a4a4d5770ac514af95fd2787e8d6043841a733f014ae910010cd862,3d6560453a4a4d5770ac514af95fd2787e8d6043841a733f014ae910010cd862,true,true
ma-g3-mathematics-u01-l17,ma-g3-mathematics,b8944ef37034835d344b40b2ecd36200308bfa95a1d0fbf5a85bc11947d8f5e9,b8944ef37034835d344b40b2ecd36200308bfa95a1d0fbf5a85bc11947d8f5e9,true,f56f82464b203abde8e18486a2b72d1055ce216205f6705c2e88bc97dc00e502,f56f82464b203abde8e18486a2b72d1055ce216205f6705c2e88bc97dc00e502,true,true
ma-g3-mathematics-u01-l18,ma-g3-mathematics,eee088022edff8c715814368d38f0d683c041120f20648c70ff1701f966da882,eee088022edff8c715814368d38f0d683c041120f20648c70ff1701f966da882,true,3b917457947fdf94a6d80cef43fab37d2a5cdedc12ba21545760e2a5c0810ce3,3b917457947fdf94a6d80cef43fab37d2a5cdedc12ba21545760e2a5c0810ce3,true,true
ma-g3-mathematics-u02-l01,ma-g3-mathematics,dd69e0c4ec5081607c4c2ebb47395ca87417fb0f5c8f70664560a680196d0b92,dd69e0c4ec5081607c4c2ebb47395ca87417fb0f5c8f70664560a680196d0b92,true,e5c7c5a67aed4c3a26d2401b7a9243fd7fc33e9fc152182c1ed658526bc50be3,e5c7c5a67aed4c3a26d2401b7a9243fd7fc33e9fc152182c1ed658526bc50be3,true,true
ma-g3-mathematics-u02-l02,ma-g3-mathematics,878fc9cd1cc5b1eaa32bea7dfb448b4f444f087c424a46c5c28ec1c417829a81,878fc9cd1cc5b1eaa32bea7dfb448b4f444f087c424a46c5c28ec1c417829a81,true,7fc04f448e83b3aad824b7f96ba2196224a13a08fd7c63e5e350b0faf12dda7e,7fc04f448e83b3aad824b7f96ba2196224a13a08fd7c63e5e350b0faf12dda7e,true,true
ma-g3-mathematics-u02-l03,ma-g3-mathematics,76e2a176af1c7c7c0985d0b33f5a88dcdf02a69a0c01455eea862543c80a6f12,76e2a176af1c7c7c0985d0b33f5a88dcdf02a69a0c01455eea862543c80a6f12,true,8b9cf76ebaffb88b30439fff1bdecc2d967199062582161684d57490a591f9c4,8b9cf76ebaffb88b30439fff1bdecc2d967199062582161684d57490a591f9c4,true,true
ma-g3-mathematics-u02-l04,ma-g3-mathematics,bd65edb9569040f8e073481f08c40e9b91519a725ac40c637bb302e2e0565ed1,bd65edb9569040f8e073481f08c40e9b91519a725ac40c637bb302e2e0565ed1,true,7fc04f448e83b3aad824b7f96ba2196224a13a08fd7c63e5e350b0faf12dda7e,7fc04f448e83b3aad824b7f96ba2196224a13a08fd7c63e5e350b0faf12dda7e,true,true
ma-g3-mathematics-u02-l05,ma-g3-mathematics,5c558eb7ad2bc24ec91dfada13cf170a3f59bb5dbb66ee885e6ef5399a61096f,5c558eb7ad2bc24ec91dfada13cf170a3f59bb5dbb66ee885e6ef5399a61096f,true,7fc04f448e83b3aad824b7f96ba2196224a13a08fd7c63e5e350b0faf12dda7e,7fc04f448e83b3aad824b7f96ba2196224a13a08fd7c63e5e350b0faf12dda7e,true,true
ma-g3-mathematics-u02-l06,ma-g3-mathematics,5f1c3bc20d335101f77564b8ecb405a9655f5497ff96ed72de0741bc6d5e52a7,5f1c3bc20d335101f77564b8ecb405a9655f5497ff96ed72de0741bc6d5e52a7,true,b39009a2e59b51c8dec7cde7aaedf51214245e75af563651775cc6b24fe9037a,b39009a2e59b51c8dec7cde7aaedf51214245e75af563651775cc6b24fe9037a,true,true
ma-g3-mathematics-u02-l07,ma-g3-mathematics,f12b341aae34fb4860fac23a5e6ec595f25a08e6aa7271892b794016234ec257,f12b341aae34fb4860fac23a5e6ec595f25a08e6aa7271892b794016234ec257,true,b39009a2e59b51c8dec7cde7aaedf51214245e75af563651775cc6b24fe9037a,b39009a2e59b51c8dec7cde7aaedf51214245e75af563651775cc6b24fe9037a,true,true
ma-g3-mathematics-u02-l08,ma-g3-mathematics,47f31ed7c3131e24a6cadf97969001ff832339ede189425c5033aba92eb40594,47f31ed7c3131e24a6cadf97969001ff832339ede189425c5033aba92eb40594,true,4e64c687b1c6065eca12d3fbebb8eff770629d158896eac38ac7d661acab73b9,4e64c687b1c6065eca12d3fbebb8eff770629d158896eac38ac7d661acab73b9,true,true
ma-g3-mathematics-u02-l09,ma-g3-mathematics,fcfaa504c3e190daebf10bd65767ffbbbe284be267d312a63b2898e875c17ca3,fcfaa504c3e190daebf10bd65767ffbbbe284be267d312a63b2898e875c17ca3,true,167ed67acbc96b3750e888a10b636beaf3baf260b913e28662b35d4055ef18f7,167ed67acbc96b3750e888a10b636beaf3baf260b913e28662b35d4055ef18f7,true,true
ma-g3-mathematics-u02-l10,ma-g3-mathematics,0725d995f712079a2dc3c7016f352fd7f07d0c8b3cb063368cfda0452121bee4,0725d995f712079a2dc3c7016f352fd7f07d0c8b3cb063368cfda0452121bee4,true,33b9a36651c6ee6d4fe92e33cbf8907f27d0efe60afa44a9d44859bcbd1d23de,33b9a36651c6ee6d4fe92e33cbf8907f27d0efe60afa44a9d44859bcbd1d23de,true,true
ma-g3-mathematics-u02-l11,ma-g3-mathematics,d2a9bd5a123967fe4b71fb4d4b9a456072bcd46e1757d152854f570c57bf535a,d2a9bd5a123967fe4b71fb4d4b9a456072bcd46e1757d152854f570c57bf535a,true,9613604062f0139d0bb22e67b7e02a6726eff120d0b528ea9d36ec7e3da1b7b5,9613604062f0139d0bb22e67b7e02a6726eff120d0b528ea9d36ec7e3da1b7b5,true,true
ma-g3-mathematics-u02-l12,ma-g3-mathematics,2ae5d3470ceb04e338e75edcf9b1d1bccb82ccad287425d20486d12a86a51c47,2ae5d3470ceb04e338e75edcf9b1d1bccb82ccad287425d20486d12a86a51c47,true,8e58289dd3ded4f0eae82651d0b8c8784b1f15f65b53a3b2ecbce0ba78f55e75,8e58289dd3ded4f0eae82651d0b8c8784b1f15f65b53a3b2ecbce0ba78f55e75,true,true
ma-g3-mathematics-u02-l13,ma-g3-mathematics,81dd8dbd87ae073adf32915db97eec9056f872f7066b8a4aa54499ca63077d23,81dd8dbd87ae073adf32915db97eec9056f872f7066b8a4aa54499ca63077d23,true,645a2cef3f4d50709cf97d2d480b9c034613fccc5a543807484ec9da05d4fb13,645a2cef3f4d50709cf97d2d480b9c034613fccc5a543807484ec9da05d4fb13,true,true
ma-g3-mathematics-u02-l14,ma-g3-mathematics,d8278edea07c3b3358b0d8ea525c509d7fd06753e78a0c4761a28b96710b4b7e,d8278edea07c3b3358b0d8ea525c509d7fd06753e78a0c4761a28b96710b4b7e,true,f46c6edbd689acdafdf2504999d22bc5ebe594079bfe22f44920af22c340546f,f46c6edbd689acdafdf2504999d22bc5ebe594079bfe22f44920af22c340546f,true,true
ma-g3-mathematics-u02-l15,ma-g3-mathematics,61917b00698e6da79b9e34d205bd3d674aecbf08b6560672afc61f3d87a1edff,61917b00698e6da79b9e34d205bd3d674aecbf08b6560672afc61f3d87a1edff,true,b3bab4b1bd50901405f24892208360f5263e085accab724a18524543efe11e98,b3bab4b1bd50901405f24892208360f5263e085accab724a18524543efe11e98,true,true
ma-g3-mathematics-u02-l16,ma-g3-mathematics,044518f5bab993a6032d263f4cf4fa11ef30f0b89e73d8618718edc56147586e,044518f5bab993a6032d263f4cf4fa11ef30f0b89e73d8618718edc56147586e,true,d9aed910f2481ae77a78827ef4130e7c34dbc87da42d68f0974ff2a29fd1994a,d9aed910f2481ae77a78827ef4130e7c34dbc87da42d68f0974ff2a29fd1994a,true,true
ma-g3-mathematics-u02-l17,ma-g3-mathematics,39878a2a18acd49ad9489b212618d1afd58918d0999b9839bc3c0dc772788d4f,39878a2a18acd49ad9489b212618d1afd58918d0999b9839bc3c0dc772788d4f,true,f46c6edbd689acdafdf2504999d22bc5ebe594079bfe22f44920af22c340546f,f46c6edbd689acdafdf2504999d22bc5ebe594079bfe22f44920af22c340546f,true,true
ma-g3-mathematics-u02-l18,ma-g3-mathematics,4c51f23553dd3b1673dffb9b7b0be7419b60698aec5eb3c0574e4e21a738e8a2,4c51f23553dd3b1673dffb9b7b0be7419b60698aec5eb3c0574e4e21a738e8a2,true,67a67c011bf65c6f94ab3cc0f78dc1687debe0550760b6eec16bd290403798dd,67a67c011bf65c6f94ab3cc0f78dc1687debe0550760b6eec16bd290403798dd,true,true
ma-g3-mathematics-u03-l01,ma-g3-mathematics,6859ca2c2c4d8549e96911ad73218b5ce3b3ad68f614ecc307adf201767f2440,6859ca2c2c4d8549e96911ad73218b5ce3b3ad68f614ecc307adf201767f2440,true,a423e8172e96fa92884c966a3776f59a02bf17e0072485f33947022ad83c1ca7,a423e8172e96fa92884c966a3776f59a02bf17e0072485f33947022ad83c1ca7,true,true
ma-g3-mathematics-u03-l02,ma-g3-mathematics,f19ca310c9b6d12ae950641f1fbc2c081bb60ec05d1edba3048d6eaac0e4d82f,f19ca310c9b6d12ae950641f1fbc2c081bb60ec05d1edba3048d6eaac0e4d82f,true,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,true,true
ma-g3-mathematics-u03-l03,ma-g3-mathematics,102a4fb57f99b8a245e1a1249a2a0d698478830b20b7b9534dcaf7a1bd336df0,102a4fb57f99b8a245e1a1249a2a0d698478830b20b7b9534dcaf7a1bd336df0,true,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,true,true
ma-g3-mathematics-u03-l04,ma-g3-mathematics,78f792ca9184002c21050f291b5e868913112d0d14be5e7922794f21f16004f4,78f792ca9184002c21050f291b5e868913112d0d14be5e7922794f21f16004f4,true,8190fe9457f4fb06d2a5435dbe270cc8ddd5ba55167fc2c2bb0a64932dc6b364,8190fe9457f4fb06d2a5435dbe270cc8ddd5ba55167fc2c2bb0a64932dc6b364,true,true
ma-g3-mathematics-u03-l05,ma-g3-mathematics,1d69f3c4a2aac195a6a3ecae8ce28702da6afc48b1b1835be8576b5ba7488022,1d69f3c4a2aac195a6a3ecae8ce28702da6afc48b1b1835be8576b5ba7488022,true,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,true,true
ma-g3-mathematics-u03-l06,ma-g3-mathematics,0f531731355437f56c1ea9d98eed3483350451bc58feedb9b4fba1ca7643ed21,0f531731355437f56c1ea9d98eed3483350451bc58feedb9b4fba1ca7643ed21,true,baaa503b8b4f5eacc51f3e8d3fd80de78d53d55553b1fb8451749df6c0bdc8b5,baaa503b8b4f5eacc51f3e8d3fd80de78d53d55553b1fb8451749df6c0bdc8b5,true,true
ma-g3-mathematics-u03-l07,ma-g3-mathematics,e1eab40c1c6c92aabc41c7c90c247aa718524ddedbc7fbcf1b71738455a42a52,e1eab40c1c6c92aabc41c7c90c247aa718524ddedbc7fbcf1b71738455a42a52,true,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,true,true
ma-g3-mathematics-u03-l08,ma-g3-mathematics,eaf7853999be22f01e874124d1ac0bca6a47e2e8897606e5e77d6e8cffbd3793,eaf7853999be22f01e874124d1ac0bca6a47e2e8897606e5e77d6e8cffbd3793,true,48dd694219b605071c96120a79a6281208deaf8bbe705b1f86ba0729c36d0ce2,48dd694219b605071c96120a79a6281208deaf8bbe705b1f86ba0729c36d0ce2,true,true
ma-g3-mathematics-u03-l09,ma-g3-mathematics,71742e4101258094533d00a33b669bfcb045a49d30b1374f8553d3fc42f38977,71742e4101258094533d00a33b669bfcb045a49d30b1374f8553d3fc42f38977,true,d624eeb5c3678124fd49337cb5dc20f19869c7f248207ac4f0fd3451e8fb37a4,d624eeb5c3678124fd49337cb5dc20f19869c7f248207ac4f0fd3451e8fb37a4,true,true
ma-g3-mathematics-u03-l10,ma-g3-mathematics,488c40685cd3d9c10161a9fb0e1195e08ab4a56a3cbe4558fe5e7e27e3135227,488c40685cd3d9c10161a9fb0e1195e08ab4a56a3cbe4558fe5e7e27e3135227,true,9613604062f0139d0bb22e67b7e02a6726eff120d0b528ea9d36ec7e3da1b7b5,9613604062f0139d0bb22e67b7e02a6726eff120d0b528ea9d36ec7e3da1b7b5,true,true
ma-g3-mathematics-u03-l11,ma-g3-mathematics,ebdd638a316c43344ff55a9db646d49205eff2993e90413f2c6b4271ed5fe686,ebdd638a316c43344ff55a9db646d49205eff2993e90413f2c6b4271ed5fe686,true,21527ea601fd6dfddfb93147dd8b903c0b617e4dc815634453622985408a4fcb,21527ea601fd6dfddfb93147dd8b903c0b617e4dc815634453622985408a4fcb,true,true
ma-g3-mathematics-u03-l12,ma-g3-mathematics,6acc6a8161e11d202696a1b0d998c345c4137acdaa2e709609296e9563fc5f0c,6acc6a8161e11d202696a1b0d998c345c4137acdaa2e709609296e9563fc5f0c,true,724138bc9796af9d19f6a8c1ea5b4d8855b6ee7f75baf178b01b8dab6194fe68,724138bc9796af9d19f6a8c1ea5b4d8855b6ee7f75baf178b01b8dab6194fe68,true,true
ma-g3-mathematics-u03-l13,ma-g3-mathematics,efa12293db619c65188f4948eb0456763e1fccde13ab13bf77c648b8d2e85fbe,efa12293db619c65188f4948eb0456763e1fccde13ab13bf77c648b8d2e85fbe,true,07a201d55889d2284c7dd78211c86c4926f706c0764ff4ebb7c76ed4ea149f15,07a201d55889d2284c7dd78211c86c4926f706c0764ff4ebb7c76ed4ea149f15,true,true
ma-g3-mathematics-u03-l14,ma-g3-mathematics,bc3270dd7edbb8cb3373e2bf7710fae75eafef8ec5145d7cbc9c575b75c2c6b7,bc3270dd7edbb8cb3373e2bf7710fae75eafef8ec5145d7cbc9c575b75c2c6b7,true,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,853eaf30ce6a7b80e532ed00ebf5e2685b8f2dd9f1b633ccf7db0fd02afcbff1,true,true
ma-g3-mathematics-u03-l15,ma-g3-mathematics,9fa7dcde7c4909662a976de022557e2a7697b6ee053765d4f06012a089dc3a4d,9fa7dcde7c4909662a976de022557e2a7697b6ee053765d4f06012a089dc3a4d,true,dd938987fd1a8092096467fc565e4b1d2b5c256647918437d2dd0b30d23e293e,dd938987fd1a8092096467fc565e4b1d2b5c256647918437d2dd0b30d23e293e,true,true
ma-g3-mathematics-u03-l16,ma-g3-mathematics,6d75d9b7cc0cb87fa5b8d0d036e3ed9eaef5f5f205e799d5f6138bcf9eefcfd6,6d75d9b7cc0cb87fa5b8d0d036e3ed9eaef5f5f205e799d5f6138bcf9eefcfd6,true,5542f96447668da30567746d87120ca82111eebdf835e48094880bd258daee36,5542f96447668da30567746d87120ca82111eebdf835e48094880bd258daee36,true,true
ma-g3-mathematics-u03-l17,ma-g3-mathematics,3b34ee7b0a69df70a7512a48c2d6eafbfe6d9dac6658cca8f05aac9a655b10ad,3b34ee7b0a69df70a7512a48c2d6eafbfe6d9dac6658cca8f05aac9a655b10ad,true,724138bc9796af9d19f6a8c1ea5b4d8855b6ee7f75baf178b01b8dab6194fe68,724138bc9796af9d19f6a8c1ea5b4d8855b6ee7f75baf178b01b8dab6194fe68,true,true
ma-g3-mathematics-u03-l18,ma-g3-mathematics,c88a03d31a5b498d9323eac58bb2034dfdec852037ffc1aa14cb53a6bfe88373,c88a03d31a5b498d9323eac58bb2034dfdec852037ffc1aa14cb53a6bfe88373,true,bce8058639b13a8e97d964e8d812ca4f4de036254ab4de2de77005b9a20b69c7,bce8058639b13a8e97d964e8d812ca4f4de036254ab4de2de77005b9a20b69c7,true,true
ma-g3-mathematics-u04-l01,ma-g3-mathematics,bf823abcc89afc6d8e5a60184533f65857faea075d57dca07634648c481d04b8,bf823abcc89afc6d8e5a60184533f65857faea075d57dca07634648c481d04b8,true,e039274655387e7f7b6f17105331fec55e6dadd27b1f02c8246b1ceea4029766,e039274655387e7f7b6f17105331fec55e6dadd27b1f02c8246b1ceea4029766,true,true
ma-g3-mathematics-u04-l02,ma-g3-mathematics,8557cf3ae283ba6b300207543c906961c29c6c247c303d100c8938e008bf19fa,8557cf3ae283ba6b300207543c906961c29c6c247c303d100c8938e008bf19fa,true,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,true,true
ma-g3-mathematics-u04-l03,ma-g3-mathematics,d4f353745d6e9f296b87e22d1c9a6175674a4abfdd0a15391ea4eb707832477f,d4f353745d6e9f296b87e22d1c9a6175674a4abfdd0a15391ea4eb707832477f,true,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,true,true
ma-g3-mathematics-u04-l04,ma-g3-mathematics,80dc169e8666a19985f499652a6465ce7e903c726f3cf3560e823faf077c57df,80dc169e8666a19985f499652a6465ce7e903c726f3cf3560e823faf077c57df,true,fe02f224d0716551aa973022e789a974a2c06fb8fc853e2f17494f5eeba278a6,fe02f224d0716551aa973022e789a974a2c06fb8fc853e2f17494f5eeba278a6,true,true
ma-g3-mathematics-u04-l05,ma-g3-mathematics,1259315cfab616a518c5385d119aa50120c97742e4492e01aba0e05a27334354,1259315cfab616a518c5385d119aa50120c97742e4492e01aba0e05a27334354,true,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,true,true
ma-g3-mathematics-u04-l06,ma-g3-mathematics,bf38a6d0f7161194168604250ff2e9e9807ba8e94352b31fc17e6b21dedfd161,bf38a6d0f7161194168604250ff2e9e9807ba8e94352b31fc17e6b21dedfd161,true,90720ed9f1c474d5d4f2cbb062cfaf13ef0acc6d6683f411aa9e74a1447c1d22,90720ed9f1c474d5d4f2cbb062cfaf13ef0acc6d6683f411aa9e74a1447c1d22,true,true
ma-g3-mathematics-u04-l07,ma-g3-mathematics,7536676cd45fa828f897288cb09a525f2d08e14705e17d00af204e886be21b51,7536676cd45fa828f897288cb09a525f2d08e14705e17d00af204e886be21b51,true,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,true,true
ma-g3-mathematics-u04-l08,ma-g3-mathematics,08462b414097258963357acf096cc4ede0f0ceae74d3631d2e2969e1efb90399,08462b414097258963357acf096cc4ede0f0ceae74d3631d2e2969e1efb90399,true,90720ed9f1c474d5d4f2cbb062cfaf13ef0acc6d6683f411aa9e74a1447c1d22,90720ed9f1c474d5d4f2cbb062cfaf13ef0acc6d6683f411aa9e74a1447c1d22,true,true
ma-g3-mathematics-u04-l09,ma-g3-mathematics,966782340c7731fbbebe176705def8d990eb571145f09028282caa8f80a186d1,966782340c7731fbbebe176705def8d990eb571145f09028282caa8f80a186d1,true,9655ee3f26f6565daf020610e916b7c27fa68b218d973a2d0cabb472bd743c07,9655ee3f26f6565daf020610e916b7c27fa68b218d973a2d0cabb472bd743c07,true,true
ma-g3-mathematics-u04-l10,ma-g3-mathematics,083e805925d6d57e2d33710e2b207cb116f5b19aa14535983da75804daeb7e61,083e805925d6d57e2d33710e2b207cb116f5b19aa14535983da75804daeb7e61,true,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,a0e244863dce0c8762dd1e10d84ddcb0a5fc5ee1f59e3020865458e2779feae2,true,true
ma-g3-mathematics-u04-l11,ma-g3-mathematics,2d3c3d44b50477a532fee1ed9e1514ba909c694c01e1495091aa515461d62fac,2d3c3d44b50477a532fee1ed9e1514ba909c694c01e1495091aa515461d62fac,true,2ee1a81650084ed02963b5f277df7ab79fbd5fc3c58ff19e3a0b02100652b5db,2ee1a81650084ed02963b5f277df7ab79fbd5fc3c58ff19e3a0b02100652b5db,true,true
ma-g3-mathematics-u04-l12,ma-g3-mathematics,48836fd7fa0631d369c6025c649d986a51be4d49942d7d920595fde85f9d8c9d,48836fd7fa0631d369c6025c649d986a51be4d49942d7d920595fde85f9d8c9d,true,9594661fd5bec85fc0cb61c642659022c1aa5c06c1bd8910ad985a8b51e03dfb,9594661fd5bec85fc0cb61c642659022c1aa5c06c1bd8910ad985a8b51e03dfb,true,true
ma-g3-mathematics-u04-l13,ma-g3-mathematics,74d1d48b1001bc915a687ef26b44b9bd27b081776b75ee4df70c5f4079cf07c2,74d1d48b1001bc915a687ef26b44b9bd27b081776b75ee4df70c5f4079cf07c2,true,d8824c4673ede46cb7e6485f2443d15b01b144f6cb225a5262cb5926d53e78d0,d8824c4673ede46cb7e6485f2443d15b01b144f6cb225a5262cb5926d53e78d0,true,true
ma-g3-mathematics-u04-l14,ma-g3-mathematics,04bc3617dec04a4fd678385830bf9c1d42b69e9b05e2f3cdb9fe5a249553f7e3,04bc3617dec04a4fd678385830bf9c1d42b69e9b05e2f3cdb9fe5a249553f7e3,true,85304cf029e2101cbcb258503dcc10d5f719258301aacd3faf25b8a1234335ee,85304cf029e2101cbcb258503dcc10d5f719258301aacd3faf25b8a1234335ee,true,true
